Question,Answer,Options,Correct
"jeff has 252 ounces of peanut butter in 16 , 28 . and 40 ounce jars . he has an equal number of each sized jar . how many jars of peanut butter does jeff have ?",9,"a ) 9 , b ) 8 , c ) 7 , d ) 10 , e ) 11",a
"if 20 men can build a wall 66 metres long in 12 days , what length of a similar can be built by 86 men in 8 days ?",189.2,"a ) 189.2 mtrs , b ) 378.4 mtrs , c ) 478.4 mtrs , d ) 488.4 mtrs , e ) 578.4 mtrs",a
carmen made a sculpture from small pieces of wood . the sculpture is 2 feet 10 inches tall . carmen places her sculpture on a base that is 4 inches tall . how tall are the sculpture andbase together ?,3.17,"['a ) 3.17 feet', 'b ) 3.2 feet', 'c ) 3.3 feet', 'd ) 3.4 feet', 'e ) 3.5 feet']",a
"the average of 6 no . ' s is 2.5 . the average of 2 of them is 1.1 , while the average of the other 2 is 1.4 . what is the average of the remaining 2 no ' s ?",5,"a ) 2.3 , b ) 2.6 , c ) 3.6 , d ) 4.5 , e ) 5",e
"the sum of the first 92 positive even integers is 2,550 . what is the sum of the odd integers from 101 to 200 , inclusive ?",00,"a ) 5,050 , b ) 7,500 , c ) 10,500 , d ) 11,700 , e ) 19,600",d
"if 18 percent of the students at a certain school went to a camping trip and took more than $ 100 , and 75 percent of the students who went to the camping trip did not take more than $ 100 , what percentage of the students at the school went to the camping trip ?",72,"a ) 95 , b ) 90 , c ) 85 , d ) 78 , e ) 72",e
"a computer manufacturer produces a certain electronic component at a cost of $ 80 per component . shipping costs for delivering the components are $ 5 per unit . further , the manufacturer has costs of $ 16,500 a month related to the electronic component regardless of how many it produces . if the manufacturer produces and sells 150 components a month , what is the lowest price it can sell them for such that the costs do n ' t exceed the revenues ?",195,"a ) $ 28 , b ) $ 82 , c ) $ 110 , d ) $ 138 , e ) $ 195",e
"a particular library has 75 books in a special collection , all of which were in the library at the beginning of the month . these book are occasionally loaned out through an inter - library program . if , by the end of the month , 70 percent of books that were loaned out are returned and there are 60 books in the special collection at that time , how many books of the special collection were loaned out during that month ?",50,"a ) 20 , b ) 30 , c ) 35 , d ) 40 , e ) 50",e
"a , b and c play a cricket match . the ratio of the runs scored by them in the match is a : b = 2 : 3 and b : c = 2 : 5 . if the total runs scored by all of them are 100 , the runs scored by c are ?",60,"a ) 59 , b ) 58 , c ) 60 , d ) 61 , e ) 12",c
the average age of an adult class is 50 years . 12 new students with an avg age of 32 years join the class . therefore decreasing the average by 4 years . find what was the original average age of the class ?,42,"a ) 10 , b ) 12 , c ) 42 , d ) 20 , e ) 22",c
"anne and katherine are both saving money from their summer jobs to buy bicycles . if anne had $ 150 less , she would have exactly 1 / 3 as much as katherine . and if katherine had twice as much , she would have exactly 3 times as much as anne . how much money have they saved together ? (",750,"a ) $ 300 , b ) $ 400 , c ) $ 450 , d ) $ 625 , e ) $ 750",e
"a train crosses a platform of 120 m in 15 sec , same train crosses another platform of length 180 m in 18 sec . then find the length of the train ?",180,"a ) 145 , b ) 180 , c ) 181 , d ) 184 , e ) 150",b
how many cubes of 4 cm edge can be put in a cubical box of 1 m edge .,15625,"a ) 17725 cm , b ) 15625 cm , c ) 12786 cm , d ) 12617 cm , e ) 12187 cm",b
"how many integers between 324,700 and 375,600 have tens digit 1 and units digit 3 ?",509,"a ) 509 , b ) 624 , c ) 756 , d ) 832 , e ) 947",a
a train running at the speed of 58 km / hr crosses a pole in 9 sec . what is the length of the train ?,145,"a ) 145 m , b ) 786 m , c ) 566 m , d ) 546 m , e ) 445 m",a
"if x and y are both odd prime numbers and x < y , how many distinct positive integer w factors does 2 xy have ?",8,"a ) 3 , b ) 4 , c ) 6 , d ) 8 , e ) 12",d
"if it takes 4 identical printing presses exactly 6 hours to print 8000 newspapers , how long would it take 2 of these presses to print 6000 newspapers ?",9,"a ) 5 hrs , b ) 7 hrs , c ) 8 hrs , d ) 9 hrs 50 mins , e ) 9 hrs",e
"if ( t - 8 ) is a factor of t ^ 2 - kt - 43 , then k =",3,"a ) 16 , b ) 12 , c ) 2 , d ) 3 , e ) 14",d
a batsman in his 12 th innings makes a score of 55 and thereby increases his average by 1 runs . what is his average after the 12 th innings if he had never been ‘ not out ’ ?,44,"a ) 42 , b ) 43 , c ) 44 , d ) 45 , e ) 46",c
"find large number from below question the difference of two numbers is 2415 . on dividing the larger number by the smaller , we get 21 as quotient and the 15 as remainder",2535,"a ) 1209 , b ) 1324 , c ) 1245 , d ) 1300 , e ) 2535",e
"in an examination , a student scores 3 marks for every correct answer and loses 1 mark for every wrong answer . if he attempts all 30 questions and secures 130 marks , the no of questions he attempts correctly is :",40,"a ) a ) 35 , b ) b ) 40 , c ) c ) 90 , d ) d ) 88 , e ) e ) 37",b
"a train with a length of 100 meters , is traveling at a speed of 72 km / hr . the train enters a tunnel 2.3 km long . how many minutes does it take the train to pass through the tunnel from the moment the front enters to the moment the rear emerges ?",2.0,"a ) 2.0 , b ) 2.5 , c ) 3.0 , d ) 3.5 , e ) 4.0",a
"a garrison of 2000 men has provisions for 40 days . at the end of 20 days , a reinforcement arrives , and it is now found that the provisions will last only for 10 days more . what is the reinforcement ?",2000,"a ) 1888 , b ) 2766 , c ) 2999 , d ) 2000 , e ) 1712",d
"five bells commence tolling together and toll at intervals of 2 , 4 , 6 , 8 10 seconds respectively . in 20 minutes , how many times do they toll together ?",11,"a ) 11 , b ) 10 , c ) 15 , d ) 16 , e ) 17",a
we bought 85 hats at the store . blue hats cost $ 6 and green hats cost $ 7 . the total price was $ 600 . how many green hats did we buy ?,90,"a ) a ) 36 , b ) b ) 90 , c ) c ) 40 , d ) d ) 42 , e ) e ) 44",b
"if it is assumed that 60 percent of those who receive a questionnaire by mail will respond and 750 responses are needed , what is the minimum number of questionnaires that should be mailed ?",1250,"a ) 1160 , b ) 1190 , c ) 1220 , d ) 1250 , e ) 1280",d
"if the price of 357 apples is rs . 1517.25 , what will be the approximate price of 49 dozens of such apples",2500,"a ) rs . 2500 , b ) rs . 2300 , c ) rs . 2200 , d ) rs . 1400 , e ) none of these",a
"if 9 men can reap 80 hectares in 24 days , then how many hectares can 36 men reap in 30 days ?",400,"a ) 127 , b ) 237 , c ) 387 , d ) 400 , e ) 481",d
two trains of equal length are running on parallel lines in the same directions at 46 km / hr . and 36 km / hr . the faster trains pass the slower train in 144 seconds . the length of each train is :,200,"a ) 82 m , b ) 150 m , c ) 172 m , d ) 200 m , e ) none of these",d
"if an investor puts $ 900 in a savings account that earns 10 percent annual interest compounded semiannually , how much money will be in the account after one year ?",992.25,"a ) $ 986.25 , b ) $ 988.25 , c ) $ 990.25 , d ) $ 992.25 , e ) $ 994.25",d
if the wheel is 21 cm then the number of revolutions to cover a distance of 1056 cm is ?,8,"a ) 8 , b ) 27 , c ) 10 , d ) 7 , e ) 19",a
"for each color copy , print shop x charges $ 1.25 and print shop y charges $ 2.75 . how much greater is the charge for 60 color copies at print shop y than at print shop x ?",90,"a ) $ 80 , b ) $ 90 , c ) $ 100 , d ) $ 110 , e ) $ 120",b
a train 180 m long running at 75 kmph crosses a platform in 40 sec . what is the length of the platform ?,683,"a ) 687 , b ) 638 , c ) 683 , d ) 726 , e ) 267",c
a train is 327 meter long is running at a speed of 40 km / hour . in what time will it pass a bridge of 122 meter length ?,40.41,"a ) 32.7 , b ) 41 , c ) 50.29 , d ) 40.41 , e ) 20.28",d
"if a person walks at 16 km / hr instead of 10 km / hr , he would have walked 20 km more . the actual distance traveled by him is :",33.3,"a ) 50 km , b ) 56 km , c ) 60 km , d ) 70 km , e ) 33.3 km",e
"if teena is driving at 55 miles per hour and is currently 7.5 miles behind coe , who is driving at 40 miles per hour in the same direction then in how many minutes will teena be 15 miles ahead of coe ?",90,"a ) 15 , b ) 60 , c ) 75 , d ) 90 , e ) 105",d
"in a 500 m race , the ratio of the speeds of two contestants a and b is 2 : 4 . a has a start of 300 m . then , a wins by :",100,"a ) 60 m , b ) 20 m , c ) 43 m , d ) 20 m , e ) 100 m",e
the two lines y = x and x = - 8 intersect on the coordinate plane . what is the value of the area of the figure formed by the intersecting lines and the x - axis ?,32,"a ) 28 , b ) 32 , c ) 36 , d ) 40 , e ) 44",b
a school has received 60 % of the amount it needs for a new building by receiving a donation of $ 400 each from people already solicited . people already solicited represent 40 % of the people from whom the school will solicit donations . how much average contribution is requited from the remaining targeted people to complete the fund raising exercise ?,177.78,"a ) $ 200 , b ) $ 177.78 , c ) $ 100 , d ) $ 277.78 , e ) $ 377.78",b
"the average of 11 numbers is 60 . out of 11 numbers the average of first 6 no . is 58 , and last 6 numbers is 65 then find 6 th number ?",78,"a ) 78 , b ) 65 , c ) 58 , d ) 62 , e ) 48",a
"each month a retailer sells 100 identical items . on each item he makes a profit of $ 30 that constitutes 16 % of the item ' s price to the retailer . if the retailer contemplates giving a 5 % discount on the items he sells , what is the least number of items he will have to sell each month to justify the policy of the discount ?",157,"a ) 157 , b ) 213 , c ) 221 , d ) 223 , e ) 226",a
the population of a town is 8000 . it decreases annually at the rate of 10 % p . a . what will be its population after 2 years ?,6480,"a ) 5100 , b ) 5120 , c ) 5200 , d ) 5400 , e ) 6480",e
jim ’ s taxi service charges an initial fee of $ 2.25 at the beginning of a trip and an additional charge of $ 0.15 for each 2 / 5 of a mile traveled . what is the total charge for a trip of 3.6 miles ?,3.60,"a ) $ 3.15 , b ) $ 4.45 , c ) $ 3.60 , d ) $ 5.05 , e ) $ 5.40",c
"the ratio between the length and the breadth of a rectangular park is 3 : 2 . if a man cycling along the boundary of the park at the speed of 12 km / hr completes one round in 9 minutes , then the area of the park ( in sq . m ) is :",194400,"a ) 153601 , b ) 153600 , c ) 153602 , d ) 153603 , e ) 194400",e
pipe a can fill a tank in 16 hrs and pipe b can fill it in 24 hrs . if both the pipes are opened in the empty tank . in how many hours will it be fill 5 / 4 th of that tank ?,12,"a ) 10 , b ) 12 , c ) 14 , d ) 16 , e ) 18",b
a certain sum is invested at simple interest at 18 % p . a . for two years instead of investing at 12 % p . a . for the same time period . therefore the interest received is more by rs . 504 . find the sum ?,4200,"a ) 7000 , b ) 7029 , c ) 2778 , d ) 4200 , e ) 2791",d
the average age of 8 men is increased by years when two of them whose ages are 21 years and 23 years are replaced by two new men . the average age of the two new men is,30,"a ) 22 , b ) 30 , c ) 99 , d ) 38 , e ) 27",b
"a boy traveled from the village to the post - office at the rate of 12.5 kmph and walked back at the rate of 2 kmph . if the whole journey took 5 hours 48 minutes , find the distance of the post - office from the village .",10,"a ) 5 km , b ) 7 km , c ) 9 km , d ) 10 km , e ) 12 km",d
"the sum of the numbers is 177 . if the ratio between the first and the second be 5 : 3 and that between the second and third be 4 : 9 , then find the second number ?",45,"a ) 12 , b ) 20 , c ) 45 , d ) 60 , e ) 52",c
if the height of a cone is increased by 190 % then its volume is increased by ?,190,"a ) 100 , b ) 777 , c ) 998 , d ) 190 , e ) 2879",d
"a green lizard can travel from the green cave to the blue cave in 108 minutes ; the blue lizard can travel from the blue cave to the green cave in 25 % less time . if the green lizard started to travel 7.5 minutes before the blue lizard , how many minutes after the blue lizard , will the green lizard pass the middle line ?",6,"a ) 2 . , b ) 3.5 . , c ) 4 . , d ) 5.5 . , e ) 6 .",e
"the first year , two cows produced 8100 litres of milk . the second year their production increased by 15 % and 10 % respectively , and the total amount of milk increased to 9100 litres a year . how many litres were milked from each cow each year ?",4370,"a ) 3472 , b ) 8222 , c ) 4370 , d ) 26777 , e ) 8222",c
"sara bought both german chocolate and swiss chocolate for some cakes she was baking . the swiss chocolate cost $ 2.5 per pound , and german chocolate cost $ 1.5 per pound . if the total the she spent on chocolate was $ 15 and both types of chocolate were purchased in whole number of pounds , how many total pounds of chocolate she purchased ?",8,"a ) 9 , b ) 8 , c ) 10 , d ) 12 , e ) 15",b
find the expenditure on digging a well 14 m deep and of 3 m diameter at rs . 15 per cubic meter ?,1485,"a ) 2998 , b ) 2799 , c ) 2890 , d ) 1485 , e ) 2780",d
a car started running at a speed of 28 km / hr and the speed of the car was increased by 2 km / hr at the end of every hour . find the total distance covered by the car in the first 10 hours of the journey .,37,"a ) 37 km , b ) 76 km , c ) 25 km , d ) 15 km , e ) 30 km",a
find the total number of prime factors in the expression ( 4 ) ^ 11 x ( 7 ) ^ 3 x ( 11 ) ^ 2,27,"a ) 26 , b ) 22 , c ) 25 , d ) 27 , e ) 29",d
"for a group of n people , k of whom are of the same sex , the ( n - k ) / n expression yields an index for a certain phenomenon in group dynamics for members of that sex . for a group that consists of 20 people , 7 of whom are females , by how much does the index for the females exceed the index for the males in the group ?",0.3,"a ) 0.05 , b ) 0.0625 , c ) 0.2 , d ) 0.3 , e ) 0.6",d
"the sum of the squares of three numbers is 138 , while the sum of their products taken two at a time is 131 . their sum is :",20,"a ) 20 , b ) 98 , c ) 37 , d ) 26 , e ) 17",a
the parameter of a square is equal to the perimeter of a rectangle of length 16 cm and breadth 14 cm . find the circumference of a semicircle whose diameter is equal to the side of the square . ( round off your answer to two decimal places ),23.57,"['a ) 77.14 cm', 'b ) 47.14 cm', 'c ) 84.92 cm', 'd ) 94.94 cm', 'e ) 23.57 cm']",e
